 not sufficient 	 not enough 
 by authorizing 	 not authorized 
 unrealistic 	 not realistic 
 not meeting 	 not fulfilling 
 not belong 	 is no 
 not permitted 	 not approved 
 n't helping 	 not helping 
 n't help 	 not helping 
 not absolutely 	 not entirely 
 not pay 	 -rrb- paid 
 no longer 	 not just 
 not disputed 	 no denying 
 not correct 	 erroneous 
 no to 	 not accepted 
 are no 	 not just 
 n't lost 	 not lost 
 not receive 	 never received 
 not demonstrate 	 not show 
 not demonstrate 	 not shown 
 of solving 	 not resolve 
 of solving 	 not resolved 
 an unacceptable 	 not acceptable 
 not feasible 	 not practicable 
 not again 	 no 
 not here 	 not present 
 not completely 	 not exactly 
 provided no 	 not having 
 provided no 	 not have 
 are usually 	 not normally 
 not admissible 	 impermissible 
 not possess 	 were no 
 not possess 	 are no 
 not possess 	 is no 
 not possess 	 was no 
 longer tolerate 	 not tolerate 
 not satisfying 	 not meeting 
 not all 	 is everything 
 not allowed 	 not so 
 not stop 	 no 
 not reported 	 not contained 
 not truly 	 not really 
 not vote 	 voted today 
 n't necessarily 	 not necessarily 
 not correct 	 not right 
 not capable 	 not able 
 not workable 	 impracticable 
 not invited 	 not coming 
 not correct 	 inaccurate 
 not appropriate 	 unsuitable 
 not supposed 	 must no 
 not apply 	 not applicable 
 not well 	 not properly 
 not understanding 	 not following 
 not understand 	 not following 
 's authorized 	 not authorized 
 not absolutely 	 not exactly 
 not pose 	 are not 
 not pose 	 is not 
 not well-founded 	 unfounded 
 not impact 	 no effect 
 not approved 	 not permitted 
 not really 	 hardly 
 not only 	 not merely 
 not provided 	 receive no 
 not provided 	 received no 
 perhaps not 	 not 
 not following 	 not understanding 
 not following 	 not understand 
 not included 	 not reported 
 not been 	 not manage 
 not been 	 not managed 
 not available 	 non-applicable 
 quite impossible 	 not possible 
 not important 	 not matter 
 completely unacceptable 	 not acceptable 
 not known 	 not specified 
 not provided 	 not covered 
 not reside 	 not resident 
 not likely 	 not anticipated 
 not only 	 not simply 
 be excluded 	 not included 
 are excluded 	 not included 
 were excluded 	 not included 
 been excluded 	 not included 
 being excluded 	 not included 
 not suitable 	 inappropriate 
 not reported 	 not included 
 n't been 	 not there 
 not resolve 	 of solving 
 not resolved 	 of solving 
 not satisfactory 	 inadequate 
 not thinking 	 not believe 
 not think 	 not believe 
 not yet 	 not 
 not reply 	 not respond 
 not likely 	 was probably 
 not likely 	 is probably 
 not yet 	 no 
 not ever 	 n't been 
 are not 	 not belonging 
 not quite 	 were insufficient 
 not quite 	 is insufficient 
 not quite 	 are insufficient 
 not quite 	 was insufficient 
 not available 	 given no 
 not available 	 gave no 
 not acceptable 	 an unacceptable 
 not infrequently 	 often found 
 not particularly 	 not very 
 not completely 	 not wholly 
 not democratic 	 undemocratic 
 not only 	 not simply 
 no denying 	 not disputed 
 not included 	 not addressed 
 not require 	 requires no 
 not required 	 requires no 
 not addressed 	 not provided 
 not happy 	 unhappy 
 not real 	 not happening 
 not been 	 contain no 
 not been 	 contained no 
 not being 	 contained no 
 not another 	 got another 
 already heard 	 not heard 
 already heard 	 not hear 
 not allowed 	 not capable 
 not already 	 not yet 
 not addressed 	 not included 
 not sufficient 	 inefficient 
 not covered 	 not foreseen 
 not right 	 inappropriate 
 not significant 	 modest 
 not show 	 not demonstrate 
 not shown 	 not demonstrate 
 not obligatory 	 not compulsory 
 not given 	 not receiving 
 not given 	 not received 
 not given 	 not receive 
 protection 	 not protected 
 not worked 	 not succeeded 
 receive no 	 not provided 
 received no 	 not provided 
 not accurately 	 not exactly 
 not discussed 	 discussion of 
 not discussed 	 discussions of 
 not really 	 is hardly 
 not contained 	 not reported 
 not simple 	 difficult 
 not support 	 not endorse 
 not so 	 no longer 
 not allowed 	 not approved 
 not just 	 not merely 
 not covered 	 not provided 
 being no 	 not placed 
 not normally 	 is usually 
 not normally 	 are usually 
 are not 	 not currently 
 not represented 	 representation is 
 not right 	 not happening 
 not available 	 not included 
 not political 	 policies is 
 not mandatory 	 not obligatory 
 not respond 	 not reply 
 be solved 	 not resolve 
 be solved 	 not resolved 
 virtually unchanged 	 not changed 
 not sufficient 	 unsatisfactory 
 not worked 	 not pass 
 not over 	 not finished 
 not directly 	 not immediately 
 not really 	 not quite 
 not thousands 	 several thousand 
 not resolved 	 be solved 
 not resolve 	 be solved 
 not difficult 	 straightforward 
 not receiving 	 not given 
 not received 	 not given 
 not receive 	 not given 
 prohibited pursuant 	 not authorized 
 not endorse 	 not support 
 not quite 	 are neither 
 not quite 	 is neither 
 not quite 	 was neither 
 not feasible 	 quite impossible 
 been no 	 not contain 
 are no 	 not contain 
 not allowed 	 not impossible 
 not perfect 	 incomplete 
 not included 	 not available 
 representation is 	 not represented 
 discussion on 	 not discussed 
 discussions on 	 not discussed 
 not large 	 relatively limited 
 not provided 	 given no 
 not provided 	 gave no 
 not provide 	 gave no 
 not mention 	 not given 
 not solve 	 be resolved 
 not solve 	 are resolved 
 not solve 	 is resolved 
 not pose 	 are no 
 not pose 	 is no 
 'm losing 	 not lose 
 not even 	 however 
 not apply 	 not required 
 not true 	 incorrect 
 are no 	 not possess 
 are resolved 	 not solve 
 be resolved 	 not solve 
 were not 	 not reported 
 are not 	 not reported 
 not allowed 	 n't allowed 
 not allowed 	 n't allowed 
 not required 	 not apply 
 not produced 	 not available 
 not precise 	 imprecise 
 n't like 	 not like 
 not but 	 only 
 not violate 	 not contravene 
 not supported 	 not consistent 
 not completely 	 not quite 
 not found 	 not contained 
 not contain 	 not been 
 nor did 	 not any 
 policies is 	 not political 
 not been 	 currently not 
 not start 	 started work 
 received no 	 not attract 
 not recognize 	 not acknowledge 
 not recognized 	 not acknowledge 
 still continuing 	 not ceased 
 limitation , 	 not limited 
 limitations , 	 not limited 
 not active 	 inactive 
 not fulfilled 	 not met 
 not ignore 	 longer ignore 
 not intended 	 not otherwise 
 not very 	 not particularly 
 not exceeded 	 not violated 
 not to 	 n't 
 not by 	 is neither 
 not by 	 was neither 
 not visible 	 invisible 
 not less 	 nonetheless 
 not only 	 not merely 
 not adequate 	 not sufficient 
 not normally 	 traditionally been 
 not correct 	 inappropriate 
 never received 	 not receive 
 not easily 	 not easy 
 not therefore 	 not 
 not knowing 	 not aware 
 not know 	 not aware 
 not known 	 not aware 
 not contravene 	 not violate 
 no longer 	 not so 
 not effective 	 counterproductive 
 not limited 	 not confined 
 not limit 	 not confined 
 not constitute 	 not represent 
 not happening 	 not real 
 not attract 	 received no 
 not being 	 not suffice 
 not been 	 not suffice 
 not permitted 	 constitution prohibits 
 not there 	 n't there 
 not exist 	 not observed 
 of resolving 	 not solve 
 not totally 	 not exactly 
 ratification by 	 not ratified 
 not less 	 not being 
 not clear 	 knows no 
 not important 	 insignificant 
 not normally 	 usually not 
 untrue 	 not true 
 not confined 	 not limited 
 not confined 	 not limit 
 not known 	 less known 
 not given 	 where no 
 are neither 	 not the 
 lies not 	 not fall 
 not responding 	 not reply 
 not respond 	 not reply 
 not responded 	 not reply 
 not always 	 was no 
 not always 	 been no 
 not entitled 	 not permitted 
 not always 	 is no 
 not feasible 	 not possible 
 not limited 	 not merely 
 not expected 	 not happen 
 nor has 	 not even 
 not limited 	 to limiting 
 not available 	 not met 
 not directly 	 indirectly involved 
 not listed 	 not mentioned 
 not mention 	 not been 
 not available 	 not allowed 
 not had 	 not ever 
 not otherwise 	 not intended 
 contained no 	 not take 
 not fulfilling 	 not meeting 
 not stop 	 not limited 
 are no 	 not set 
 been no 	 not set 
 not there 	 not found 
 ineligible 	 not eligible 
 of representation 	 not represented 
 not satisfied 	 not sufficiently 
 not really 	 n't really 
 not covered 	 not part 
 not available 	 unavailable 
 just think 	 not thinking 
 completely unacceptable 	 not acceptable 
 not enough 	 not 
 not true 	 not 
 been no 	 not always 
 not talking 	 start talking 
 are no 	 not foresee 
 not ratified 	 ratification by 
 not provided 	 not exclude 
 not been 	 not contain 
 not permitted 	 not capable 
 not anticipated 	 not likely 
 not authorized 	 been prohibited 
 not authorized 	 be prohibited 
 not authorized 	 was prohibited 
 not authorized 	 are prohibited 
 not authorized 	 is prohibited 
 not solve 	 of resolving 
 not correct 	 not true 
 not afraid 	 not scared 
 not approved 	 not allowed 
 not any 	 nor did 
 not correct 	 true 
 discussion to 	 not discussed 
 discussions to 	 not discussed 
 not adequate 	 not sufficient 
 not totally 	 not quite 
 not accepted 	 no to 
 been prohibited 	 not authorized 
 be prohibited 	 not authorized 
 was prohibited 	 not authorized 
 are prohibited 	 not authorized 
 is prohibited 	 not authorized 
 not quite 	 not completely 
 not efficient 	 ineffective 
 not sufficient 	 satisfactory 
 not previously 	 still being 
 not entitled 	 not allowed 
 not sufficiently 	 not satisfied 
 not ratified 	 yet ratified 
 not being 	 nothing is 
 not been 	 nothing is 
 not being 	 nothing is 
 not be 	 nothing is 
 not been 	 nothing is 
 not being 	 nothing is 
 not be 	 nothing is 
 not being 	 nothing was 
 not been 	 nothing was 
 not limited 	 not simply 
 not experience 	 been no 
 not represented 	 of representation 
 not acceptable 	 impossible 
 not such 	 having no 
 not violated 	 not exceeded 
 undesirable 	 not desirable 
 see no 	 not being 
 see no 	 not been 
 insignificant 	 not significant 
 not recall 	 not remember 
 no such 	 not found 
 not included 	 not exist 
 not working 	 not employed 
 not included 	 socially excluded 
 not really 	 was not 
 not really 	 are not 
 not really 	 were not 
 not really 	 is not 
 are neither 	 not so 
 been no 	 not experience 
 not compulsory 	 not obligatory 
 not talking 	 even talk 
 not regard 	 not considered 
 not regard 	 not consider 
 not practicable 	 infeasible 
 not later 	 earlier on 
 earlier on 	 not later 
 not officially 	 no formal 
 not well-founded 	 unsubstantiated 
 not usually 	 has traditionally 
 not included 	 not enough 
 not easy 	 not easily 
 not observed 	 not exist 
 not happening 	 not right 
 not exist 	 not included 
 not given 	 not mention 
 not acceptable 	 is inadmissible 
 not fail 	 no 
 not incompatible 	 is inconsistent 
 not remember 	 not recall 
 not applicable 	 not apply 
 not applicable 	 not applied 
 not applicable 	 not applying 
 are insufficient 	 not adequately 
 not covered 	 not specified 
 course not 	 not 
 not capable 	 not permitted 
 not adequately 	 inadequately 
 not come 	 took no 
 not come 	 taken no 
 not authorized 	 authorised , 
 not considered 	 not accepted 
 not properly 	 is poorly 
 not properly 	 are poorly 
 been without 	 not there 
 are without 	 not there 
 not feasible 	 unachievable 
 not ready 	 not finished 
 not allowed 	 not available 
 not exclusively 	 not restricted 
 not then 	 no 
 not seen 	 there not 
 not grant 	 not accepting 
 not granted 	 not accepted 
 not contained 	 not found 
 not received 	 yet received 
 not met 	 not available 
 not accepted 	 not considered 
 not right 	 not fair 
 not sufficiently 	 are poorly 
 not inconsiderable 	 noticeable 
 not assist 	 not helping 
 not assist 	 not help 
 not right 	 incorrect 
 not completely 	 are poorly 
 not thinking 	 just think 
 not discussed 	 discussion to 
 not discussed 	 discussions to 
 not affect 	 not influence 
 not accessible 	 not available 
 affects not 	 not prejudice 
 nondiscriminatory 	 not discriminatory 
 not acceptable 	 completely unacceptable 
 not kidding 	 not bullshitting 
 not finished 	 not over 
 were not 	 not already 
 are not 	 not already 
 are no 	 not lie 
 not long 	 no 
 not been 	 not mention 
 not acceptable 	 unacceptable is 
 not in 	 was neither 
 not in 	 is neither 
 not discussed 	 to discussion 
 n't allowed 	 not allowed 
 n't allowed 	 not allowed 
 not insignificant 	 substantial 
 not restricted 	 not exclusively 
 not practicable 	 impossible 
 not exactly 	 not accurately 
 not difficult 	 difficult challenges 
 are not 	 not contained 
 were not 	 not contained 
 not conclude 	 after concluding 
 not worried 	 just worried 
 not scared 	 not afraid 
 not coming 	 not bother 
 are not 	 not available 
 longer ignore 	 not ignore 
 n't been 	 not exist 
 not really 	 not truly 
 several thousand 	 not thousands 
 not reported 	 were not 
 not reported 	 are not 
 relatively limited 	 not large 
 not used 	 not suitable 
 not unusual 	 commonly understood 
 n't there 	 not there 
 are poorly 	 not sufficiently 
 not really 	 totally 
 not accepted 	 accepts , 
 not contravene 	 not breach 
 not currently 	 is not 
 not currently 	 are not 
 not currently 	 were not 
 not currently 	 was not 
 not accepting 	 not grant 
 not accepted 	 not granted 
